source,title,description,text,label
CoinTelegraph,Mt. Gox creditor saga: What lessons has the Bitcoin community learned?,The downfall of Mt. Gox continues to highlight the importance of greater transparency and accountability within the cryptocurrency industry.,Source: CoinTelegraph Title: Mt. Gox creditor saga: What lessons has the Bitcoin community learned? Description: The downfall of Mt. Gox continues to highlight the importance of greater transparency and accountability within the cryptocurrency industry.,1
CryptoPotato,Coinbase Offered a $3 Billion Credit to Circle Amid the SVB Turmoil (Report),Coinbase was supposedly close to provide Circle with a $3 billion credit.,Source: CryptoPotato Title: Coinbase Offered a $3 Billion Credit to Circle Amid the SVB Turmoil (Report) Description: Coinbase was supposedly close to provide Circle with a $3 billion credit.,1
CryptoPotato,DeFiLlama Apologizes for Internal Conflict Over LLAMA Token Launch,The DeFiLlama team confirmed that no LLAMA token is currently in the works.\xa0,Source: CryptoPotato Title: DeFiLlama Apologizes for Internal Conflict Over LLAMA Token Launch Description: The DeFiLlama team confirmed that no LLAMA token is currently in the works.\xa0,0
CryptoNews,Terra Luna Classic Price Prediction \x93 What's the Potential for LUNC to Hit $1 in 2023?,"The price of Terra Luna Classic has fallen to $0.00012616 today, representing a drop of 4% in the past 24 hours and a decline of 5% in the past week.","Source: CryptoNews Title: Terra Luna Classic Price Prediction \x93 What's the Potential for LUNC to Hit $1 in 2023? Description: The price of Terra Luna Classic has fallen to $0.00012616 today, representing a drop of 4% in the past 24 hours and a decline of 5% in the past week.",1
CryptoNews,US Supreme Court Takes on Landmark Crypto Case with Coinbase Lawsuits Today \x93Â\xa0Here's What You Need to Know,"Today, the US Supreme Court is set to hear arguments in Coinbase's efforts to push two class-action lawsuits against it into arbitration.","Source: CryptoNews Title: US Supreme Court Takes on Landmark Crypto Case with Coinbase Lawsuits Today \x93Â\xa0Here's What You Need to Know Description: Today, the US Supreme Court is set to hear arguments in Coinbase's efforts to push two class-action lawsuits against it into arbitration.",1
CoinTelegraph,SVB contagion: Australia reportedly asks banks to report on crypto,Australia’s prudential regulator has reportedly told banks to improve reporting on crypto assets and provide daily updates.,Source: CoinTelegraph Title: SVB contagion: Australia reportedly asks banks to report on crypto Description: Australia’s prudential regulator has reportedly told banks to improve reporting on crypto assets and provide daily updates.,1
CryptoNews,Spanish Lawmaker Turns Back on Politics \x93 to Become a Bitcoin Guru,"A Spanish lawmaker has turned his back on parliament and his political career \x93 and plans to become a Bitcoin (BTC), altcoins, and blockchain guru instead.","Source: CryptoNews Title: Spanish Lawmaker Turns Back on Politics \x93 to Become a Bitcoin Guru Description: A Spanish lawmaker has turned his back on parliament and his political career \x93 and plans to become a Bitcoin (BTC), altcoins, and blockchain guru instead.",0
CryptoNews,FTX Demands Protection of Assets from Liquidators of Bahamas Unit \x93Â\xa0What's Going On?,Defunct crypto exchange FTX has asked a US bankruptcy judge to protect its property from the liquidators in charge of winding down its Bahamas unit.,Source: CryptoNews Title: FTX Demands Protection of Assets from Liquidators of Bahamas Unit \x93Â\xa0What's Going On? Description: Defunct crypto exchange FTX has asked a US bankruptcy judge to protect its property from the liquidators in charge of winding down its Bahamas unit.,1
CoinTelegraph,OKX latest proof-of-reserves reveal $8.9B in assets,"Lennix Lai, managing director of Global Institutional at OKX spoke with Cointelegraph about what it means to be transparent in a post-FTX and SVB crypto industry.","Source: CoinTelegraph Title: OKX latest proof-of-reserves reveal $8.9B in assets Description: Lennix Lai, managing director of Global Institutional at OKX spoke with Cointelegraph about what it means to be transparent in a post-FTX and SVB crypto industry.",0
CoinTelegraph,Holding Bitcoin: A profitable affair 88.5% of days,Bitcoin’s historical price performance confirms that a hard limit on total supply and seamless global usability is critical to becoming a store of value.,Source: CoinTelegraph Title: Holding Bitcoin: A profitable affair 88.5% of days Description: Bitcoin’s historical price performance confirms that a hard limit on total supply and seamless global usability is critical to becoming a store of value.,0
CoinTelegraph,"History of money: From fiat to crypto, explained","Money’s history is extensive, yet modern currencies are primarily supported by the state’s management of the economy and inflation through fiat currency.","Source: CoinTelegraph Title: History of money: From fiat to crypto, explained Description: Money’s history is extensive, yet modern currencies are primarily supported by the state’s management of the economy and inflation through fiat currency.",0
CryptoPotato,"Elon Musk, Bill Ackman Urge the Fed to Cease Hiking the Interest Rates","Ackman believes the Fed should temporarily stop the lifting of interest rates, while Musk argued they should be decreased by 0.5%.","Source: CryptoPotato Title: Elon Musk, Bill Ackman Urge the Fed to Cease Hiking the Interest Rates Description: Ackman believes the Fed should temporarily stop the lifting of interest rates, while Musk argued they should be decreased by 0.5%.",0
CoinTelegraph,Arbitrum token finds its way to OTC market before the airdrop,"Following the Arbitrum airdrop announcement, crypto users who have been eligible for the airdrop are already selling them in OTC markets.","Source: CoinTelegraph Title: Arbitrum token finds its way to OTC market before the airdrop Description: Following the Arbitrum airdrop announcement, crypto users who have been eligible for the airdrop are already selling them in OTC markets.",1
CoinTelegraph,"SpankPay crypto payment service shutters, citing 'hostile banking environment",SpankChain was forced to close its crypto payment processor after the hunt for a new adult-industry-friendly service provider yielded no results.,"Source: CoinTelegraph Title: SpankPay crypto payment service shutters, citing 'hostile banking environment Description: SpankChain was forced to close its crypto payment processor after the hunt for a new adult-industry-friendly service provider yielded no results.",0
CoinTelegraph,Crypto.com customer accused of $10M spending spree granted bail,The Judge explained that prison time wasn’t necessary because Singh couldn’t flee without his Indian passport or being able to apply for a new one.,Source: CoinTelegraph Title: Crypto.com customer accused of $10M spending spree granted bail Description: The Judge explained that prison time wasn’t necessary because Singh couldn’t flee without his Indian passport or being able to apply for a new one.,0
CryptoPotato,US Banking Turmoil Has Reinforced Crypto’s Long-Term Outlook: Coinbase,"The U.S. banking crisis has made more people appreciate having crypto as an alternative, according to the Coinbase researcher.\xa0","Source: CryptoPotato Title: US Banking Turmoil Has Reinforced Crypto’s Long-Term Outlook: Coinbase Description: The U.S. banking crisis has made more people appreciate having crypto as an alternative, according to the Coinbase researcher.\xa0",1
CoinTelegraph,"DefiLlama resolves internal strife, sends LLAMA token plans alpaca'n","After resolving the issue internally, the forked variant of its analytics platform now redirects to the official website.","Source: CoinTelegraph Title: DefiLlama resolves internal strife, sends LLAMA token plans alpaca'n Description: After resolving the issue internally, the forked variant of its analytics platform now redirects to the official website.",0
CoinTelegraph,Euler Finance to enter talks with exploiter over the return of funds,The flash loan exploiter claims they have “no intention of keeping what is not ours” and wants to “come to an agreement” with Euler Finance.,Source: CoinTelegraph Title: Euler Finance to enter talks with exploiter over the return of funds Description: The flash loan exploiter claims they have “no intention of keeping what is not ours” and wants to “come to an agreement” with Euler Finance.,1
CryptoPotato,Crypto Hackers Promote Fake XRP Airdrop on News24 Twitter Account,Criminals took control of News24 Twitter account to con users via fake XRP airdrop announcements.,Source: CryptoPotato Title: Crypto Hackers Promote Fake XRP Airdrop on News24 Twitter Account Description: Criminals took control of News24 Twitter account to con users via fake XRP airdrop announcements.,0
CryptoPotato,The Fed is Blowing Up the Financial System: Strike CEO,"Strike CEO Jack Mallers expects a normalized USD inflation rate of 5% to 10% henceforth, thanks to the Federal Reserve.","Source: CryptoPotato Title: The Fed is Blowing Up the Financial System: Strike CEO Description: Strike CEO Jack Mallers expects a normalized USD inflation rate of 5% to 10% henceforth, thanks to the Federal Reserve.",1
CryptoNews,Bitcoin's Correlation to US Stocks Hits 20-month Lows - Here's Why That's Bullish for BTC,"While the outlook for stocks is looking increasingly grim as financial stability issues threaten economic growth, the outlook for Bitcoin is looking bright, with the asset increasingly being treated like a safe-haven.","Source: CryptoNews Title: Bitcoin's Correlation to US Stocks Hits 20-month Lows - Here's Why That's Bullish for BTC Description: While the outlook for stocks is looking increasingly grim as financial stability issues threaten economic growth, the outlook for Bitcoin is looking bright, with the asset increasingly being treated like a safe-haven.",1
